X,Y,latitude,longitude,code_aiot,nom_ets,num_dep,adresse,cd_insee,cd_postal,commune,code_naf,lib_naf,num_siret,cd_regime,lib_regime,seveso,lib_seveso,Inspection,Situation administrative,Textes public disponibles,icon_url
2.27604741184304,48.9462192988959,"48.94621929889595","2.2760474118430363","6506288",TOTAL ENERGIES MARKETING FRANCE,"92",23 A 25 ROUTE DE LA SEINE,"92036","92230",Gennevilliers,"46.0","Commerce de gros, Ã  lâexception des automobiles et des motocycles","5,32E+13",A,Autorisation,"1.0",Seveso seuil haut,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 12/05/2022', []]","[['1434', '2', 'Liquides inflammables (remplissage ou distribution) autres que 1435', 'Autorisation', '8.000 '], ['4511', '2', ""Dangereux pour l'environnement aquatique de catégorie chronique 2"", 'Déclaration avec contrÃ´le', '130.000 t'], ['4734', '1.c', 'Produits pétroliers spécifiques et carburants de substitution', 'Déclaration avec contrÃ´le', ' '], ['4734', '2.a', 'Produits pétroliers spécifiques et carburants de substitution', 'Autorisation', ' ']]","[['2019-08-12', 'ArrÃªté préfectoral', 'apc', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd74a0e9290174a11eadbc083d'], ['2016-10-17', 'Fiche Seveso', 'Fiche information public', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb340157d186cb0157d18bec09000e'], ['2015-05-28', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant TOTAL MARKETING FRANCE daté du 28/05/2015', 'https://georisques.gouv.fr/webappReport/ws/installations/document/aa1c6b59f5354a3f8d3670e08323961d'], ['2012-03-12', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant TOTAL- GENNEVILLIERS daté du 12/03/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8134310bacb14f779e2035b7311a0ee1'], ['2009-04-29', 'ArrÃªté préfectoral', 'AP complémentaire (Demande compléments EdD - Prescrptions réduction des risques)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/c82773ec641147b982143539b168d58b']]",./0.png
2.29448194587563,48.9480018746878,"48.948001874687755","2.294481945875628","6506289",TRAPIL,"92",19 ROUTE DU BASSIN NÂ° 6,"92036","92230",Gennevilliers,"49.0",Transports terrestres et transport par conduites,"5,72E+13",A,Autorisation,"2.0",Seveso seuil bas,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 02/12/2021', []]","[['1434', '2', 'Liquides inflammables (remplissage ou distribution) autres que 1435', 'Autorisation', '60.000 '], ['2915', '1.a', 'Chauffage (procédé de) fluide caloporteur organique combustible', 'Enregistrement', '2500.000 L'], ['4734', '2.a', 'Produits pétroliers spécifiques et carburants de substitution', 'Autorisation', ' ']]","[['2014-10-16', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral imposant des garanties financières', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34014960e5ce01496122249200c3'], ['2012-09-24', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant TRAPIL - GENNEVILLIERS daté du 24/09/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/9510b95eaa6f4231b34162f120ba6f69'], ['2012-08-28', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant TRAPIL - GENNEVILLIERS daté du 28/08/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/a58b78ce02554bdda0def8b25e9c8292'], ['2009-11-13', 'ArrÃªté préfectoral', 'AP complémentaire (nÂ°2009-152) -acte EdD -MMR', 'https://georisques.gouv.fr/webappReport/ws/installations/document/4d95c84c3b9a4d07be98e95cd71fe052'], ['2009-02-13', 'ArrÃªté préfectoral', 'AP complémentaire (Demande de compléments Etude de Danger et réduction risque)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/557e5a4e43634f7aacf4b6489512bb0b']]",./0.png
2.31246874646608,48.9228093455003,"48.92280934550026","2.3124687464660827","6506290",SOC PHOSALU REVETEMEN METAUX,"92",202 RUE DES CABOEUFS - BP 50,"92036","92234",Gennevilliers,"25.0","Fabrication de produits métalliques, Ã  lâexception des machines et des équipements","5,62E+13",A,Autorisation,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 09/09/2022', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/N9QQFMkUFeem11CySQAvGSPW6bEWmwzj']]","[['2565', '2.a', 'Traitement de surface', 'Enregistrement', '37800.000 l'], ['2567', '1.a', 'Supérieur Ã  1000 l', 'Autorisation', '0.000 l'], ['2575', '', 'Emploi de matières abrasives', 'Déclaration', '0.000 kW'], ['3260', '', 'Traitement de surface', 'Autorisation', '37.800 m3']]","[['2018-05-04', 'ArrÃªté de mise en demeure', 'AP MED 2018-76 du 04 mai 2018', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34016387ddd8016387e5955b0004'], ['2017-06-12', 'ArrÃªté de mise en demeure', 'AP MED 2017-132', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb340161225a7a0161229f1ef90013'], ['2014-02-24', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant PHOSALU 31178 daté du 24/02/2014', 'https://georisques.gouv.fr/webappReport/ws/installations/document/7616fabada2f498fa33c87f74d87e5f3'], ['2013-12-27', 'Rapport', 'Rapport concernant PHOSALU 31178 daté du 27/12/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/6c8c13c89e25409683e95b4a7eb4f8c0'], ['2010-02-22', 'ArrÃªté préfectoral', 'AP complémentaire (RSDE)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/efa8373d61c04a9eb1c75d1da48d96d8'], ['2009-10-01', 'Rapport', 'Rapport proposant un AP complémentaire - RSDE', 'https://georisques.gouv.fr/webappReport/ws/installations/document/ad31d66d5c0b417e87dc4a71c7c3f5ac']]",./0.png
2.29619421517966,48.9324542588823,"48.932454258882295","2.29619421517966","6506291",LE NIGEN PHARMA,"92",35 QUAI DU MOULIN DE CAGE,"92036","92230",GENNEVILLIERS,,,"4,10E+13",AUTRE,Autres régimes,,,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]",[],[],./0.png
2.29324090062528,48.9489028387069,"48.94890283870688","2.2932409006252774","6506292",PAPREC ENVIRONNEMENT IDF,"92",23 ROUTE DU BASSIN NÂ°6,"92036","92230",Gennevilliers,,,"5,72E+13",A,Autorisation,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 21/07/2016', []]",[],"[['2013-10-04', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant PAPREC ENVIRONNEMENT EX SOPAC daté du 04/10/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/6fd727cf34bc47f0a69cb631e919fd94'], ['2013-08-09', 'Rapport', 'Rapport concernant PAPREC ENVIRONNEMENT EX SOPAC daté du 09/08/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/d9cfd985906b4f5ca90b96c910455de8'], ['2013-05-13', 'ArrÃªté de mise en demeure', 'ArrÃªté de mise en demeure concernant PAPREC ENVIRONNEMENT EX SOPAC daté du 13/05/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/bb351e7d004c46dd994ede3aa478c7c1'], ['2013-05-13', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant PAPREC ENVIRONNEMENT daté du 13/05/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/bd8f03b0bfb44ba19b483ca69ff6d946'], ['2013-05-07', 'Rapport', 'Autre concernant PAPREC ENVIRONNEMENT EX SOPAC daté du 07/05/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/5f3012d4d19f4b43940126d470823c60'], ['2012-11-09', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant PAPREC ENVIRONNEMENT EX SOPAC daté du 09/11/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/db7b188952de4942957a12603356cef7'], ['2012-09-17', 'Rapport', 'Rapport concernant PAPREC ENVIRONNEMENT EX SOPAC daté du 17/09/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/4f744e033ced40a982fe001e4ce40869'], ['2011-07-15', 'ArrÃªté préfectoral', 'AP complémentaire (Art. R. 512-31)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/3e6bd48e1d5148368e30be28616d5275'], ['2011-06-14', 'Rapport', 'Rapport proposant un AP complémentaire (Art. R. 512-31)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/24d2af6b57054d1d874e7ab2f35b36d3']]",./0.png
2.29619421517966,48.9324542588823,"48.932454258882295","2.29619421517966","6506293",JR SA,"92",44 RUE PAUL VAILLANT COUTURIER,"92036","92230",Gennevilliers,,,"3,44E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]",[],[],./0.png
2.31105436389417,48.9461468207449,"48.94614682074488","2.311054363894172","6506294",PMC ISOCHEM,"92",4 AV PHILIPPE LEBON,"92078","92230",Gennevilliers,"20.0",Industrie chimique,"8,34E+13",A,Autorisation,"2.0",Seveso seuil bas,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 09/10/2023', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/aKV05EEu5eWm9ALmxCouPh9bvHOME5bt', 'https://georisques.gouv.fr/webappReport/ws/installations/inspection/CaSHpDWSuade0Wxl1VI6ufsMz24KsYLk', 'https://georisques.gouv.fr/webappReport/ws/installations/inspection/0pzE5avTiv11BPReJaB5wvhf3a8LPmDr']]","[['1434', '2', 'Liquides inflammables (remplissage ou distribution) autres que 1435', 'Autorisation', '0.000 '], ['1450', '1', 'Solides inflammables', 'Autorisation', '5.000 t'], ['2910', 'A.2', 'Combustion', 'Déclaration avec contrÃ´le', '8.000 MW'], ['2915', '1.b', 'Chauffage (procédé de) fluide caloporteur organique combustible', 'Déclaration', '400.000 L'], ['2915', '2', 'Chauffage (procédé de) fluide caloporteur organique combustible', 'Déclaration', '900.000 L'], ['2921', '1.b', 'Installations de refroidissement évaporatif', 'Déclaration avec contrÃ´le', '1850.000 kW'], ['3410', 'g', 'dérivés organométalliques', 'Autorisation', '0.000 '], ['3410', 'k', 'tensioactifs et agents de surface', 'Autorisation', '0.000 '], ['3410', 'e', 'hydrocarbures phosphorés', 'Autorisation', '0.000 '], ['3410', 'a', 'hydrocarbures simples', 'Autorisation', '0.000 '], ['3410', 'c', 'hydrocarbures sulfurés', 'Autorisation', '0.000 '], ['3410', 'f', 'hydrocarbures halogénés', 'Autorisation', '0.000 '], ['3410', 'b', 'hydrocarbures oxygénés', 'Autorisation', '0.000 '], ['3410', 'd', 'hydrocarbures azotés', 'Autorisation', '0.000 '], ['3410', 'j', 'colorants et pigments', 'Autorisation', '0.000 '], ['3410', 'c', 'hydrocarbures sulfurés', 'Autorisation', '5.000 '], ['3450', '', 'Fabrication de produits pharmaceutiques', 'Autorisation', '45.820 '], ['4110', '3.a', 'Toxicité aiguÃ« catégorie 1', 'Autorisation', '500.000 kg'], ['4110', '1.a', 'Toxicité aiguÃ« catégorie 1', 'Autorisation', '1.000 t'], ['4110', '2.a', 'Toxicité aiguÃ« catégorie 1', 'Autorisation', '2000.000 kg'], ['4120', '1.b', 'Toxicité aiguÃ« catégorie 2', 'Déclaration', '5.000 t'], ['4120', '2.b', 'Toxicité aiguÃ« catégorie 2', 'Déclaration', '5.000 t'], ['4120', '3.b', 'Toxicité aiguÃ« catégorie 2', 'Déclaration', '0.500 t'], ['4130', '2.a', ""Toxicité aiguÃ« catégorie 3 pour les voies d'exposition par inhalation"", 'Autorisation', '71.500 t'], ['4130', '1.b', ""Toxicité aiguÃ« catégorie 3 pour les voies d'exposition par inhalation"", 'Déclaration', '7.000 t'], ['4130', '3.b', ""Toxicité aiguÃ« catégorie 3 pour les voies d'exposition par inhalation"", 'Déclaration', '1.000 t'], ['4140', '2.b', ""Toxicité aiguÃ« catégorie 3 pour la voie d'exposition orale"", 'Déclaration', '5.000 t'], ['4331', '2', 'Liquides inflammables de catégorie 2 ou catégorie 3', 'Enregistrement', '330.000 t'], ['4440', '2', 'Solides comburants catégorie 1,2 ou 3', 'Déclaration', '15.000 t'], ['4441', '2', 'Liquides comburants catégorie 1,2 ou 3', 'Déclaration', '15.000 t'], ['4510', '2', ""Dangereux pour l'environnement aquatique de catégorie aiguÃ« 1 ou chronique 1"", 'Déclaration avec contrÃ´le', '60.000 t'], ['4511', '2', ""Dangereux pour l'environnement aquatique de catégorie chronique 2"", 'Déclaration avec contrÃ´le', '100.000 t'], ['4610', '2', 'Substances ou mélanges auxquels est attribuée la mention de danger EUH014', 'Déclaration avec contrÃ´le', '10.000 t'], ['4630', '2', 'Substances ou mélanges auxquels est attribuée la mention de danger EUH029', 'Déclaration', '10.000 t'], ['4716', '1', ""Chlorure d'hydrogène (gaz liquéfié) (numéro CAS 7647-01-0)"", 'Autorisation', ' '], ['4722', '2', 'Méthanol (numéro CAS 67-56-1)', 'Déclaration', ' '], ['4733', '2', 'Cancérogènes spécifiques ou les mélanges contenant les cancérogènes', 'Déclaration', ' '], ['4735', '2.b', 'Ammoniac', 'Déclaration avec contrÃ´le', ' ']]","[['2022-03-25', 'AP prescriptions complémentaires', '220325- GEN - PMC ISOCHEM - APC DCPPAT nÂ°2022-25.pdf', 'https://georisques.gouv.fr/webappReport/ws/installations/document/IpkaMy6iGHfWZVzF0xorOc0rx21Tfff6'], ['2021-08-19', 'ArrÃªté de mise en demeure', 'AP modificatif MED', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd7c08fa8d017c0905c418002b'], ['2021-04-29', 'Autre', 'ArrÃªté préfectoral complémentaire DCPPAT nÂ°2021-43 du 16 avril 2021', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd791c485801791c505d6f0005'], ['2021-04-29', 'ArrÃªté de mise en demeure', 'ArrÃªté de mise en demeure DCPPAT nÂ°2014-44', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd791c485801791c55561f000a'], ['2020-03-13', 'ArrÃªté préfectoral', ""ArrÃªté préfectoral complémentaire nÂ°2020-11 modifiant l'arrÃªté nÂ°2003-141 du 18/06/2003"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd70d2ea550170d2fc6dee0004'], ['2018-05-04', 'ArrÃªté préfectoral', 'AP 2018-55 du 05/04/2018', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb3401632a5feb01632a9221ae001a'], ['2018-03-08', 'Rapport', 'Rapport du 08/03/2018', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb3401632a5feb01632a92f1af001e'], ['2015-07-09', 'ArrÃªté de mise en demeure', 'ArrÃªté de mise en demeure', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34014eb5e397014eb5e6bc5b0004'], ['2014-06-10', 'ArrÃªté préfectoral', 'arrÃªté instaurant des garanties financières', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb340146aeaa090146aec74db40043'], ['2013-04-15', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant ISOCHEM 31314 daté du 15/04/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/1e677063305b4d988e017d97f2ca5271'], ['2012-08-24', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant ISOCHEM 31314 daté du 24/08/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/5556eb8b4b354abfa386066e872e90f8'], ['2010-03-31', 'ArrÃªté préfectoral', 'AP RSDE du 31/03/2010', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd7aec360b017aec70a74d0009'], ['2008-11-12', 'ArrÃªté préfectoral', 'AP complémentaire (art 18 déc. 77) - suite Ã  BdF', 'https://georisques.gouv.fr/webappReport/ws/installations/document/25002f2f45354a43ad695f4b2211f833'], ['1992-11-21', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral du 27/11/92', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd7aec360b017aec6bcba60005']]",./0.png
2.28907149186261,48.93528995832,"48.93528995831997","2.2890714918626056","6506295",ENGIE RESEAUX,"92",15 RUE PAUL VERLAINE,"92036","92230",GENNEVILLIERS,,,"6,22E+13",A,Autorisation,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]","[['1432', '2.a', 'Liquides inflammables (stockage)', 'Autorisation', '800.000 '], ['1434', '2', 'Liquides inflammables (remplissage ou distribution) autres que 1435', 'Autorisation', '77.000 '], ['2910', 'A.1', 'Combustion', 'Enregistrement', '64.200 '], ['3110', '', 'Combustion', 'Autorisation', '59.500 MW'], ['3110', '', 'Combustion', 'Autorisation', '59.500 '], ['3110', '', 'Combustion', 'Autorisation', '64.200 ']]","[['2021-03-09', 'ArrÃªté préfectoral', 'AP Complémentaire', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd781714fe017817182b870007'], ['2017-12-07', 'ArrÃªté de mise en demeure', 'AP MED 2017-261 DU 07/12/2017', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb340160598d130160598f20eb0004'], ['2010-12-08', 'ArrÃªté préfectoral', 'AP VLE', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd73ece2720173ed1debcc20d4'], ['2010-06-25', 'Autre', 'rpt post-coderst', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd73ece2720173ed1d353020d0'], ['2009-11-27', 'Rapport', 'rpt coderst', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd73ece2720173ed1d353020cc'], ['2007-01-15', 'ArrÃªté préfectoral', 'AP complémentaire PPA', 'https://georisques.gouv.fr/webappReport/ws/installations/document/635150c6a81242a494c95a651addf6a9'], ['2006-11-20', 'Rapport', 'Rapport proposant un AP complémentaire (art 18 déc. 77) - ppa', 'https://georisques.gouv.fr/webappReport/ws/installations/document/23ba5845756240efa4c8fe3e0ba02cc9']]",./0.png
2.29619421517966,48.9324542588823,"48.932454258882295","2.29619421517966","6506296",DELACHAUX,"92",119 AV LOUIS ROCHE,"92036","92230",Gennevilliers,,,"5,62E+13",A,Autorisation,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]",[],[],./0.png
2.21186342064851,48.8958576585828,"48.895857658582756","2.211863420648509","6506297",BRONZAVIA,"92",2 RUE JEAN PERRIN - 1 RUE DU 1ER MAI,"92050","92000",Nanterre,,,,E,Enregistrement,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]",[],[],./0.png
2.28923920141396,48.9449942778351,"48.944994277835136","2.2892392014139618","6506300",SOCIETE FRANCILIENNE D ENROBAGE,"92",8 ROUTE DU BASSIN NÂ° 5,"92036","92230",GENNEVILLIERS,,,,E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 09/11/2021', []]","[['2515', '1.a', 'Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes', 'Enregistrement', '20000.000 kW'], ['2521', '1', ""Centrale d'enrobage Ã  chaud"", 'Enregistrement', '0.000 '], ['2915', '2', 'Chauffage (procédé de) fluide caloporteur organique combustible', 'Déclaration', '435.000 L']]","[['2017-03-13', 'ArrÃªté de mise en demeure', 'AP MED 2017-135 DU 13/03/2017', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb3401611e0dd601611e2eed44000a']]",./0.png
2.2732800102989,48.9400604183428,"48.940060418342796","2.273280010298898","6506301",SOCIETE DES ENROBES DE GENNEVILLIERS,"92",13 ROUTE DU PORT CHARBONNIER,"92036","92230",Gennevilliers,"23.0",Fabrication d'autres produits minéraux non métalliques,"7,02E+13",A,Autorisation,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 23/01/2019', []]","[['2515', '1.a', 'Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes', 'Enregistrement', '1090.000 kW'], ['2516', '2', 'Produits minéraux pulvérulents non ensachés (transit)', 'Déclaration', '0.000 m3'], ['2517', '1', 'Produits minéraux ou déchets non dangereux inertes (transit)', 'Enregistrement', '45000.000 m2'], ['2521', '1', ""Centrale d'enrobage Ã  chaud"", 'Enregistrement', '0.000 '], ['2716', '2', 'déchets non dangereux non inertes (transit)', 'Déclaration avec contrÃ´le', '950.000 m3'], ['4801', '2', 'Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses', 'Déclaration', '485.000 t']]","[['2008-12-08', 'ArrÃªté préfectoral', ""AP d'autorisation (station de transit et de traitement de déchets)"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/1122d13479354790bbe337f2a7aae525'], ['2008-10-31', 'Rapport', ""Rapport proposant un AP d'autorisation"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/1cae4be0276e4c2697ec883b68143e0d']]",./0.png
2.17905070887214,48.8998820797127,"48.89988207971272","2.1790507088721376","6506307",EQIOM BETONS,"92",2 RUE LAVOISIER,"92050","92000",Nanterre,"23.0",Fabrication d'autres produits minéraux non métalliques,"9,46E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 23/05/2023', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/EWUs8qYYasirNzBYhhyGv50S3wa4yqfL']]","[['2518', 'a', ""Installation de production de béton prÃªt Ã  l'emploi"", 'Enregistrement', '4.000 m3']]",[],./0.png
2.21186342064851,48.8958576585828,"48.895857658582756","2.211863420648509","6506308",LAFARGE BETON (ex beton de paris),"92",5 RUE LAVOISIER,"92050","92000",NANTERRE,,,,AUTRE,Autres régimes,,,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]",[],[],./0.png
2.22348625889711,48.9122023875983,"48.912202387598334","2.2234862588971076","6506309",CASH (MAISON DE NANTERRE),"92",403 AV DE LA REPUBLIQUE,"92050","92000",Nanterre,"88.0",Action sociale sans hébergement,"2,69E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 06/10/2022', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/aSn0OLbRXXDfD71OUDQpROUjjR3Q9qot']]","[['2221', '2', 'Supérieure Ã  500 kg/j, mais inférieure ou égale Ã  4 t/j', 'Déclaration avec contrÃ´le', '0.000 t/j'], ['2910', 'A.1', 'Combustion', 'Enregistrement', '24.000 MW'], ['2950', '2.b', 'Traitement et développement des surfaces photosensibles', 'Déclaration avec contrÃ´le', '0.000 m2']]","[['2021-07-02', 'ArrÃªté préfectoral', 'AP DCPPAT nÂ°2021-91', 'https://georisques.gouv.fr/webappReport/ws/installations/document/8acb34fd7a853aa5017a853e1f420005'], ['2013-04-08', 'ArrÃªté préfectoral', 'ArrÃªté préfectoral concernant CASH (MAISON DE NANTERRE) daté du 08/04/2013', 'https://georisques.gouv.fr/webappReport/ws/installations/document/d0c66f0094ce45e0a1e1175456b299b3'], ['2012-12-20', 'Rapport', 'Rapport concernant CASH (MAISON DE NANTERRE) daté du 20/12/2012', 'https://georisques.gouv.fr/webappReport/ws/installations/document/24f1a1bae06d4c05849e2c6496e960ae'], ['2006-12-18', 'ArrÃªté préfectoral', 'AP complémentaire (VLE-PPA, contrÃ´les inopinés)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/43aabe16b21f4ea693fbeb9f6ed89ef9'], ['2006-10-24', 'Rapport', 'Rapport proposant un AP complémentaire (VLE du PPA, contrÃ´les inopinés)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/69ab8a2581684dc5bc61fee7b51af483'], ['1997-11-05', 'ArrÃªté préfectoral', ""AP d'autorisation (2910/A/1 : Chaufferie - cogénération)"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/8a4dd653cf1048e9b3a61333d473312b']]",./0.png
2.21186342064851,48.8958576585828,"48.895857658582756","2.211863420648509","6506310",EXIDE TECHNOLOGIES SAS,"92",18 AV DU MARECHAL JOFFRE,"92050","92000",NANTERRE,"27.0",Fabrication d'équipements électriques,"6,82E+13",A,Autorisation,"3.0",Non Seveso,"['Service inspection : Non renseigné', 'Dernière inspection : Non renseigné', []]","[['2550', '1', 'Fonderie (fabrication produits moulés) de plomb et alliages', 'Autorisation', '0.000 '], ['2670', '', 'Fabrication dâaccumulateurs et piles', 'Autorisation', '20000.000 ']]","[['2012-08-10', 'ArrÃªté préfectoral', ""ArrÃªté préfectoral concernant CEAC CIE EUROPEENNE D'ACCUMULATEURS daté du 10/08/2012"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/6e40a78047ee4c24a25d0e95eb2f3fe1'], ['2012-05-02', 'Rapport', ""Rapport concernant CEAC CIE EUROPEENNE D'ACCUMULATEURS daté du 02/05/2012"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/027d2370b6ec4f73a09777a2ef2eb755'], ['2008-03-26', 'ArrÃªté préfectoral', 'AP complémentaire (art 18 déc. 77) RES du site', 'https://georisques.gouv.fr/webappReport/ws/installations/document/13cd170a0dbd4bf1aa5535bcea5d5721'], ['2008-03-26', 'ArrÃªté préfectoral', 'AP complémentaire (art 18 déc. 77) RES hors site', 'https://georisques.gouv.fr/webappReport/ws/installations/document/cb6885241ea440049dedd66947b5e5b5'], ['2008-02-05', 'Rapport', ""Rapport divers sans inspection (suite Ã  projet d'APC de RES)"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/750867898701428d8351940af443863a'], ['2008-01-28', 'Rapport', ""Rapport divers sans inspection (suite Ã  projet d'APC de RES)"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/98fca48c0e694193a64752cbe2900c70'], ['2007-12-20', 'Rapport', 'Rapport proposant un AP complémentaire (art 18 déc. 77) (RES)', 'https://georisques.gouv.fr/webappReport/ws/installations/document/7d0a2191fd744f66abace8ac35b16015'], ['2007-10-22', 'Rapport', 'Rapport divers sans inspection proposant un APC de RES.', 'https://georisques.gouv.fr/webappReport/ws/installations/document/4ccd9c76d76a4f828e31e213ce45f6b0'], ['2007-08-10', 'Rapport', ""Rapport divers sans inspection - proposition d'APC (RES)"", 'https://georisques.gouv.fr/webappReport/ws/installations/document/2e1c8d2ac3d14ece898d13ab312c4e97']]",./0.png
2.17203234089742,48.8960295712828,"48.896029571282845","2.1720323408974247","6506311",CEMEX BETON ILE DE FRANCE,"92",9 RUE LAVOISIER,"92050","92000",Nanterre,"23.0",Fabrication d'autres produits minéraux non métalliques,"3,99E+13",E,Enregistrement,"3.0",Non Seveso,"['Service inspection : DRIEAT IdF', 'Dernière inspection : 30/05/2023', ['https://georisques.gouv.fr/webappReport/ws/installations/inspection/K6eRebbhOMBuoNbOZyLIBqEpmjbSDaXd']]","[['2518', 'a', ""Installation de production de béton prÃªt Ã  l'emploi"", 'Enregistrement', '6.000 m3']]",[],./0.png
